Title,Year,IMDb ID,Director,Rating,Votes,Box Office,Budget,Genres,Actors,Languages,Countries
Words on Bathroom Walls,2020.0,8045906,Thor Freudenthal,7.2,14618.0,,,"Drama, Romance","Charlie Plummer, Andy Garcia, Taylor Russell, AnnaSophia Robb, Beth Grant, Devon Bostick, Lobo Sebastian, Molly Parker, Walton Goggins, Aaron Dominguez",English,United States
Summerland,2020.0,6841122,Jessica Swale,7.0,10011.0,,,"Drama, Romance, War","Gemma Arterton, Gugu Mbatha-Raw, Penelope Wilton, Tom Courtenay, Lucas Bond, Dixie Egerickx, Siân Phillips, Amanda Root, Jessica Gunning, David Horovitch",English,United Kingdom
Flashback,2020.0,8372094,Christopher MacBride,5.3,7504.0,,,"Drama, Mystery, Thriller","Dylan O'Brien, Liisa Repo-Martell, Maika Monroe, Hannah Gross, Donald Burda, Myles Isen, Amanda Brugel, Connor Smith, Maika Harper, Ian Matthews",English,Canada
Nobody Sleeps in the Woods Tonight,2020.0,11240506,Bartosz M. Kowalski,4.9,14880.0,,,"Fantasy, Horror, Mystery","Julia Wieniawa-Narkiewicz, Michal Lupa, Wiktoria Gasiewska, Stanislaw Cywka, Sebastian Dela, Gabriela Muskala, Michal Zbroja, Miroslaw Zbrojewicz, Piotr Cyrwus, Olaf Lubaszenko",Polish,Poland
Calm with Horses,2019.0,4460792,Nick Rowland,6.8,7804.0,,,"Crime, Drama, Thriller","Cosmo Jarvis, Barry Keoghan, Liam Carney, David Wilmot, Brian Doherty, Ned Dennehy, Simone Kirby, Roisin O'Neill, Toni O'Rourke, Hazel Doupe",English,"Ireland, United Kingdom"
Gabriel's Inferno: Part One,2020.0,11316854,Tosca Musk,5.9,4022.0,,,Romance,"Melanie Zanetti, Giulio Berruti, James Andrew Fraser, Margaux Brooke, Agnes Albright, Pat Asanti, Linda Atkinson, Julia Barrett-Mitchell, Marcus Brandon, Richard Brevard",English,United States
His House,2020.0,8508734,Remi Weekes,6.4,50972.0,,,"Drama, Horror, Thriller","Sope Dirisu, Wunmi Mosaku, Malaika Wakoli-Abigaba, Matt Smith, Javier Botet, Yvonne Campbell, Vivienne Soan, Lola May, Kevin Layne, Maureen Casey","English, Dinka","United Kingdom, United States"
Drive My Car,2021.0,14039582,Ryûsuke Hamaguchi,7.5,71455.0,,,Drama,"Hidetoshi Nishijima, Tôko Miura, Reika Kirishima, Masaki Okada, Park Yu-rim, Jin Dae-yeon, Sonia Yuan, Ahn Hwitae, Perry Dizon, Satoko Abe","Japanese, English, Korean Sign Language, Korean, Mandarin, Tagalog, Indonesian, German, Malay",Japan
Billie Eilish: The World's a Little Blurry,2021.0,11459366,R.J. Cutler,7.7,9224.0,,,"Documentary, Biography, Drama, Music","Billie Eilish, Finneas O'Connell, Maggie Baird, Patrick O'Connell, Justin Bieber, Orlando Bloom, Ariana Grande, Katy Perry, Claudia Sulewski",English,"United States, Ukraine, United Kingdom, Australia, Spain"
Confessions of an Invisible Girl,2021.0,15204288,Bruno Garotti,5.3,1484.0,,,"Comedy, Drama","Lucca Picon, Marcus Bessa, Caio Cabral, Klara Castanho, Leo Cidade, Fernanda Concon, Rosane Gofman, Júlia Gomes, Darius Marquis Johnson, Gabriel Lima","Portuguese, English",Brazil
Coming Home in the Dark,2021.0,6874762,James Ashcroft,5.7,8351.0,,,"Crime, Horror, Thriller","Matthias Luafutu, Miriama McDowell, Erik Thomson, Billy Paratene, Frankie Paratene, Desray Armstrong, Alan Palmer, Daniel Gillies, Ike Hamon, Sam Carter",English,New Zealand
Jolt,2021.0,10228134,Tanya Wexler,5.6,36951.0,,,"Action, Comedy, Crime, Thriller","Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale, Laverne Cox, Constantine Gregory, Ori Pfeffer, David Bradley, Susan Sarandon, Lewis Ian Bray",English,United States
Silent Night,2021.0,11628854,Camille Griffin,5.8,22691.0,,,"Comedy, Drama, Horror","Keira Knightley, Matthew Goode, Roman Griffin Davis, Annabelle Wallis, Lily-Rose Depp, Sope Dirisu, Kirby Howell-Baptiste, Lucy Punch, Rufus Jones, Davida McKenzie",English,United Kingdom
Help! My In-Laws Are Vampires!,2021.0,11847758,Volfango De Biasi,5.3,472.0,,,"Comedy, Fantasy","Massimo Ghini, Lucia Ocone, Pasquale Petrolo, Ilaria Spada, Cristiano Caccamo, Emanuela Rei, Paolo Calabresi, Barbara Bouchet, Pippo Franco, Sara Ciocca",Italian,Italy
Fear Street: Part Two - 1978,2021.0,9701940,Leigh Janiak,6.7,81942.0,,,"Drama, Horror, Mystery","Meghan Packer, Gillian Jacobs, Matthew Zuk, Kiana Madeira, Benjamin Flores Jr., Olivia Scott Welch, Sadie Sink, Brandon Spink, Chiara Aurelia, Marcelle LeBlanc",English,United States
Major Grom: Plague Doctor,2021.0,34319337,,,,,,,"Vsevolod Korshunov, Daulet Zhanaydarov, Artyom Gabrelyanov",Russian,Russia
Don't Look Up,2021.0,11286314,Adam McKay,7.2,633538.0,"$791,863","$75,000,000 (estimated)","Comedy, Drama, Sci-Fi","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett, Rob Morgan, Jonah Hill, Mark Rylance, Tyler Perry, Timothée Chalamet, Ron Perlman",English,"United States, Canada"
The French Dispatch,2021.0,8847712,Wes Anderson,7.1,157512.0,,"$25,000,000 (estimated)","Comedy, Drama, Romance","Benicio Del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand, Timothée Chalamet, Lyna Khoudri, Jeffrey Wright, Mathieu Amalric, Steve Park","English, French","United States, Germany, Sweden, France, United Kingdom"
Seaspiracy,2021.0,14152756,Ali Tabrizi,8.1,34890.0,,,"Documentary, Adventure","Ali Tabrizi, Richard O'Barry, Lucy Tabrizi, Lori Marino, Tamara Arenovich, Paul de Gelder, Callum Roberts, Gary Stokes, Peter Hammarstedt, Lamya Essemlali",English,United States
Prey,2022.0,11866324,Dan Trachtenberg,7.1,244790.0,,"$65,000,000 (estimated)","Action, Adventure, Horror, Sci-Fi, Thriller","Amber Midthunder, Dakota Beavers, Dane DiLiegro, Stormee Kipp, Michelle Thrush, Julian Black Antelope, Stefany Mathias, Bennett Taylor, Mike Paterson, Nelson Leis","English, French",United States
A Journal for Jordan,2021.0,995854,Denzel Washington,6.0,3095.0,,,"Drama, Romance, War","Michael B. Jordan, Chanté Adams, Jalon Christian, Robert Wisdom, Tamara Tunie, Jasmine Batchelor, Marchánt Davis, Susan Pourfar, Vanessa Aspillaga, Grey Henson",English,United States
Sword Art Online: Progressive - Aria of a Starless Night,2021.0,13424422,Ayako Kouno,7.2,2304.0,,,"Animation, Action, Adventure, Fantasy, Sci-Fi","Yoshitsugu Matsuoka, Haruka Tomatsu, Inori Minase, Hiroaki Hirata, Nobuyuki Hiyama, Rina Hidaka, Megumi Hayashibara, Tomokazu Seki, Hiroki Yasumoto, Kôichi Yamadera","Japanese, English",Japan
Nightbooks,2021.0,10521144,David Yarovesky,5.8,10978.0,,,"Family, Fantasy, Horror, Mystery","Winslow Fegley, Jess Brown, Mathieu Bourassa, Krysten Ritter, Cleo, Trixie, Lidya Jewett, Luxton Handspiker, Liam Couvion, Khiyla Aynne",English,United States
The White Tiger,2021.0,6571548,Ramin Bahrani,7.1,67083.0,,,"Crime, Drama","Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Vedant Sinha, Kamlesh Gill, Sandeep Singh, Tilak Raj, Satish Kumar, Harshit Mahawar, Mahesh Pillai","Hindi, English","India, United States"
Hunters,2020.0,7456722,,7.2,54016.0,,,"Crime, Drama, Mystery","Josh Radnor, Logan Lerman, Jerrika Hinton, Lena Olin, Carol Kane, Greg Austin, Tiffany Boone, Louis Ozawa, Kate Mulvany, Al Pacino",English,United States
The Vault,2021.0,9742794,Jaume Balagueró,6.4,33408.0,,,"Action, Thriller","Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham, Jose Coronado, Luis Tosar, Emilio Gutiérrez Caba, Axel Stein, Daniel Holguín, Famke Janssen","English, Spanish, Italian, German","Spain, France, United States"
Nomadland,2020.0,9770150,Chloé Zhao,7.3,191366.0,,"$5,000,000 (estimated)",Drama,"Frances McDormand, Gay DeForest, Patricia Grier, Linda May, Angela Reyes, Carl R. Hughes, Douglas G. Soul, Ryan Aquino, Teresa Buchanan, Karie Lynn McDermott Wilder",English,United States
Sweet Girl,2021.0,10731768,Brian Andrew Mendoza,5.5,36537.0,,,"Action, Drama, Thriller","Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Amy Brenneman, Adria Arjona, Milena Rivero, Justin Bartha, Raza Jaffrey, Lex Scott Davis, Michael Raymond-James",English,United States
Dangerous,2021.0,3876910,David Hackl,5.2,10467.0,,"$8,000,000 (estimated)","Action, Thriller","Scott Eastwood, Kevin Durand, Famke Janssen, Tyrese Gibson, Mel Gibson, Brenda Bazinet, Ryan Robbins, Brendan Fletcher, Leanne Lapp, Chad Rook",English,United States
The Innocents,2021.0,4028464,Eskil Vogt,7.0,27482.0,,,"Drama, Fantasy, Horror, Thriller","Rakel Lenora Petersen Fløttum, Alva Brynsmo Ramstad, Sam Ashraf, Mina Yasmin Bremseth Asheim, Ellen Dorrit Petersen, Morten Svartveit, Kadra Yusuf, Lisa Tønne, Irina Eidsvold Tøien, Marius Kolbenstvedt",Norwegian,"Norway, Sweden, Denmark, Finland, France, United Kingdom"
"Miraculous World: Shanghai, The Legend of Ladydragon",2021.0,12816634,Thomas Astruc,7.3,963.0,,,"Animation, Action, Adventure, Family, Fantasy, Romance","Cristina Valenzuela, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Xanthe Huynh, Ezra Weisz, Christopher Corey Smith, Sabrina Weisz","French, English","United States, France"
Koati,2021.0,7974634,Rodrigo Perez-Castro,5.4,325.0,,,"Animation, Adventure, Family, Fantasy","Sofía Vergara, Sebastián Villalobos, Evaluna Montaner, Daniel Sosa, Juan Carlos Tinoco, Adriana Barraza, Karol G, De La Ghetto, Luis Carreño, Matias Dovarganes",English,"Mexico, United States, United Kingdom, Denmark, Spain"
The Simpsons in Plusaversary,2021.0,15829632,David Silverman,5.1,1812.0,,,"Animation, Short, Comedy","Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Hank Azaria, Tress MacNeille, Claudia Motta, Patricia Acevedo, Humberto Vélez",English,United States
Nobody Wants This,2024.0,26933824,,7.9,55929.0,,,"Comedy, Romance","Kristen Bell, Adam Brody, Justine Lupe, Timothy Simons, Jackie Tohn, Paul Ben-Victor, Stephanie Faracy, Tovah Feldshuh, Sherry Cola, Michael Hitchcock",English,United States
Rogue Hostage,2021.0,13067292,Jon Keeyes,3.5,3039.0,,,"Action, Thriller","Tyrese Gibson, Christopher Backus, John Malkovich, Michael Jai White, Brandi Bravo, Luna Lauren Velez, Holly Taylor, Zani Jones Mbayise, Carlos S. Sanchez, Fedna Jacquet",English,United States
Kingdom: Ashin of the North,2021.0,13412252,Kim Seong-hun,6.9,14332.0,,,"Action, Drama, Fantasy, Horror, Thriller","Jun Ji-hyun, Kim Si-Ah, Park Byeong-eun, Koo Kyo-hwan, Kim Roe-ha, Kwon Bum-taek, Kim Dam-Ho, Choi Dong-goo, Jason Her, Kim Hyeon-mok","Korean, Japanese",South Korea
Eternals,2021.0,9032400,Chloé Zhao,6.2,403650.0,,"$200,000,000 (estimated)","Action, Adventure, Fantasy, Sci-Fi","Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek, Kit Harington, Kumail Nanjiani, Lia McHugh, Brian Tyree Henry, Lauren Ridloff, Barry Keoghan","English, American Sign Language, Marathi, Assyrian Neo-Aramaic, Spanish, Sumerian, Latin, Sanskrit, Greek, Ancient (to 1453), Arabic",United States
Back to the Outback,2021.0,13575806,"Harry Cripps, Clare Knight",6.5,11345.0,,,"Animation, Adventure, Comedy, Family","Eric Bana, Tim Minchin, Miranda Tapsell, Angus Imrie, Guy Pearce, Jacki Weaver, Isla Fisher, Diesel La Torraca, Rachel House, Aislinn Derbez",English,"Australia, United States, Mexico, Netherlands, Austria"
The Misfits,2021.0,4876134,Renny Harlin,4.5,14470.0,"$1,665,973","$15,000,000 (estimated)","Adventure, Comedy, Thriller","Pierce Brosnan, Tim Roth, Nick Cannon, Rami Jaber, Jamie Chung, Hermione Corfield, Mike Angelo, Qais Qandil, Martin J. Corrado, Robert Henny",English,"United States, Finland"
Miracle: Letters to the President,2021.0,14490546,Lee Jang-hoon,7.3,1334.0,,,Drama,"Park Jeong-min, Lee Sung-min, Im Yoon-ah, Lee Soo-kyung, Jung Moon-sung, Park So-eul, Shim So-Young, Yoo Soon-woong, Park Sun-a, Ahn Tae-Rin",Korean,South Korea
Chaos Walking,2021.0,2076822,Doug Liman,5.7,59120.0,"$26,943,020","$125,000,000 (estimated)","Action, Adventure, Fantasy, Sci-Fi, Western","Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo, Kurt Sutter, Cynthia Erivo, Bethany Anne Lind, Mads Mikkelsen, Nick Jonas, Ray McKinnon",English,"United States, Canada, Hong Kong, Luxembourg"
Antlers,2021.0,7740510,Scott Cooper,5.9,47030.0,,,"Drama, Horror, Mystery","Keri Russell, Jesse Plemons, Jeremy T. Thomas, Graham Greene, Scott Haze, Rory Cochrane, Amy Madigan, Sawyer Jones, Cody Davis, Lyla Marlow","English, Ojibwa","Mexico, United States"
Old,2021.0,10954652,M. Night Shyamalan,5.8,174345.0,"$90,146,510","$18,000,000 (estimated)","Drama, Horror, Mystery, Thriller","Gael García Bernal, Vicky Krieps, Rufus Sewell, Alex Wolff, Thomasin McKenzie, Abbey Lee, Nikki Amuka-Bird, Ken Leung, Eliza Scanlen, Aaron Pierre",English,"United States, Japan, China"
Detective Chinatown 3,2021.0,10370822,Sicheng Chen,5.6,2833.0,"$699,084,069","$116,630,000 (estimated)","Action, Adventure, Comedy, Mystery","Baoqiang Wang, Haoran Liu, Satoshi Tsumabuki, Tony Jaa, Tomokazu Miura, Masami Nagasawa, Tadanobu Asano, Shôta Sometani, Honami Suzuki, Yuxian Shang","Chinese, Mandarin, English, Japanese",China
One Shot,2021.0,14199590,James Nunn,5.6,7238.0,,,"Action, Adventure, Crime, Thriller, War","Scott Adkins, Ashley Greene, Ryan Phillippe, Emmanuel Imani, Dino Kelly, Jack Parr, Waleed Elgadi, Terence Maynard, Jess Liaudin, Eddie Mannon","English, French","United Kingdom, United States"
Agnes,2021.0,11348542,Mickey Reece,3.8,1767.0,,,"Drama, Horror","Molly C. Quinn, Chris Browning, Sean Gunn, Chris Sullivan, Hayley McFarland, Rachel True, Jake Horowitz, Bruce Davis, Zandy Hartig, Chris Freihofer",English,United States
Doctor's Deadlock: Vyom's Victorious Counterattack,2025.0,35791886,,7.7,49.0,,,Drama,"V S Prince Ratan, Ashok Nath",Hindi,India
Blood Red Sky,2021.0,6402468,Peter Thorwarth,6.1,57375.0,,"EUR15,000,000 (estimated)","Action, Drama, Horror, Thriller","Peri Baumeister, Carl Anton Koch, Alexander Scheer, Kais Setti, Gordon Brown, Dominic Purcell, Graham McTavish, Kai Ivo Baulitz, Roland Møller, Chidi Ajufo","German, English, Arabic","Germany, United States"
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,2021.0,14903892,Cecilia Aranovich,6.3,2862.0,,,"Animation, Adventure, Comedy, Family, Fantasy, Horror, Mystery","Frank Welker, Grey Griffin, Matthew Lillard, Kate Micucci, Jeff Bennett, Jeff Bergman, Marty Grabstein, Chuck Montgomery, Paul Schoeffler, Thea White",English,United States
Nobody Sleeps in the Woods Tonight 2,2021.0,14315500,Bartosz M. Kowalski,3.8,5398.0,,,"Comedy, Horror, Thriller","Mateusz Wieclawek, Julia Wieniawa-Narkiewicz, Zofia Wichlacz, Andrzej Grabowski, Lech Dyblik, Michal Zbroja, Sebastian Stankiewicz, Robert Wabich, Izabela Dabrowska, Wojciech Mecwaldowski",Polish,Poland
Those Who Wish Me Dead,2021.0,3215824,Taylor Sheridan,6.0,75595.0,,,"Action, Drama, Thriller","Angelina Jolie, Finn Little, Jon Bernthal, Aidan Gillen, Nicholas Hoult, Jake Weber, Medina Senghore, Tyler Perry, Boots Southerland, Tory Kittles",English,"Canada, United States"
Lansky,2021.0,5078852,Eytan Rockaway,6.2,10725.0,,"$5,000,000 (estimated)","Biography, Crime, Drama, History, Thriller","Harvey Keitel, Sam Worthington, John Magaro, Minka Kelly, David James Elliott, Danny A. Abeckaser, David Cade, AnnaSophia Robb, Shane McRae, Jackie Cruz","English, Hebrew",United States
Fortress,2021.0,14577300,James Cullen Bressack,3.3,5908.0,,"$20,000,000 (estimated)","Action, Thriller","Jesse Metcalfe, Bruce Willis, Chad Michael Murray, Kelly Greyson, Ser'Darius Blain, Katalina Viteri, Shannen Doherty, Lauren McCord, Michael Sirow, Sean Kanan","English, Spanish",United States
Hard Hit,2021.0,14980972,Kim Chang-ju,6.3,2591.0,"$7,780,000",,"Action, Crime, Drama, Mystery, Thriller","Jo Woo-jin, Ji Chang-wook, Lee Jae-in, Kim Ji-ho, Lee Joo-han, Haerry Kim, Jin Kyung, Ryu Seung-su, Jun Suk-ho, Kim Tae-joon",Korean,South Korea
Friends: The Reunion,2021.0,11337862,"Russell Norman, Ben Winston",8.0,66538.0,,,"Documentary, Biography, Comedy, History","Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer, James Corden, Justin Bieber, Cindy Crawford, Cara Delevingne","English, Spanish, French, Japanese","United States, United Kingdom"
A Quiet Place Part II,2020.0,8332922,John Krasinski,7.2,300094.0,"$297,754,471","$61,000,000 (estimated)","Drama, Horror, Sci-Fi, Thriller","Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe, Cillian Murphy, Djimon Hounsou, Okieriete Onaodowan, Scoot McNairy, Zachary Golinger, Blake DeLong","English, American Sign Language",United States
Spoiled Brats,2021.0,13079150,Nicolas Cuche,6.1,8535.0,,"EUR5,900,000 (estimated)",Comedy,"Gérard Jugnot, Camille Lou, Artus, Louka Meliava, Tom Leeb, François Morel, Joffrey Verbruggen, Colette Kraffe, Ichem Bougheraba, Clara Joly",French,France
Seth Rogen = Worst Person in the World,2013.0,2836520,Van Robichaux,6.1,374.0,,,"Short, Comedy","Matthew Bass, Vanessa Britting, Tad Brown, Anabella Casanova, Vincent Cash, Bryan Cranston, Max Greenfield, David Krumholtz, Carlos López Estrada, Reece Miller",English,United States
To All the Boys: Always and Forever,2021.0,10676012,Michael Fimognari,6.3,36059.0,,,"Comedy, Drama, Romance","Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Ross Butler, Madeleine Arthur, Emilija Baranac, Trezzo Mahoro, Sarayu Blue, John Corbett","English, Korean",United States
Barb and Star Go to Vista Del Mar,2021.0,3797512,Josh Greenbaum,6.3,21120.0,,,"Comedy, Fantasy","Reyn Doi, Adrian Makala, Patrick Bristow, Jamie Dornan, Kristen Wiig, Annie Mumolo, Jordan Black, Rachel Ramras, Ian Gomez, Wendi McLendon-Covey",English,"United States, Mexico"
Jungle Cruise,2021.0,870154,Jaume Collet-Serra,6.6,219804.0,"$220,889,446","$200,000,000 (estimated)","Action, Adventure, Comedy, Fantasy","Dwayne Johnson, Emily Blunt, Edgar Ramírez, Jack Whitehall, Jesse Plemons, Paul Giamatti, Veronica Falcón, Dani Rovira, Quim Gutiérrez, Dan Dargan Carter","English, German, Spanish, Tupi, Italian, Portuguese, Latin, French","United States, Hungary, Canada"
The Conjuring: The Devil Made Me Do It,2021.0,7069210,Michael Chaves,6.3,148801.0,"$206,401,480","$39,000,000 (estimated)","Horror, Mystery, Thriller","Patrick Wilson, Vera Farmiga, Ruairi O'Connor, Sarah Catherine Hook, Julian Hilliard, John Noble, Eugenie Bondurant, Shannon Kook, Ronnie Gene Blevins, Keith Arthur Bolden","English, Latin",United States
The Night House,2020.0,9731534,David Bruckner,6.4,71953.0,,,"Horror, Mystery, Thriller","Rebecca Hall, Sarah Goldberg, Vondie Curtis-Hall, Evan Jonigkeit, Stacy Martin, David Abeles, Christina Jackson, Patrick A. Sova, Crystal Swann, Catherine Weidner",English,"United Kingdom, United States"
The Cursed,2021.0,9907782,Sean Ellis,6.2,19715.0,,,"Fantasy, Horror, Mystery","Boyd Holbrook, Kelly Reilly, Alistair Petrie, Roxane Duran, Nigel Betts, Stuart Bowman, Simon Kunz, Amelia Crouch, Max Mackintosh, Tommy Rodger","English, Romanian","United Kingdom, France, United States"
Hypnotic,2023.0,8080204,Robert Rodriguez,5.5,41277.0,,"$70,000,000 (estimated)","Action, Drama, Mystery, Sci-Fi, Thriller","Ben Affleck, Alice Braga, JD Pardo, Dayo Okeniyi, Jeff Fahey, Jackie Earle Haley, William Fichtner, Zane Holtz, Ruben Javier Caballero, Kelly Frye","English, Spanish","United States, United Kingdom, Canada"
Apex - IMDb,,16431404,Baltasar Kormákur,,,,,"Action, Thriller","Charlize Theron, Taron Egerton, Eric Bana",English,"United States, Australia, Canada"
Cosmic Sin,2021.0,11762434,Edward Drake,2.5,15531.0,,,"Action, Sci-Fi","Frank Grillo, Bruce Willis, Brandon Thomas Lee, Corey Large, C.J. Perry Barnyashev, Perrey Reeves, Lochlyn Munro, Costas Mandylor, Eva De Dominici, Adelaide Kane",English,United States
Tom Clancy's Without Remorse: Anatomy of a Scene - Murmansk,2021.0,14571518,,,,,,"Documentary, Short","Doug Coleman, Clay Donahue Fontenot, Brett Gelman, Michael B. Jordan, Kevin Kavanaugh, Gerd Nefzer, Stefano Sollima, Jodie Turner-Smith",English,United States
THE SEVEN DEADLY SINS CURSED BY LIGHT REVIEW sevendeadlysins moviereview,2022.0,26120620,,,,,,Talk-Show,,,
A Boy Called Christmas,2021.0,10187208,Gil Kenan,6.7,29316.0,,,"Adventure, Drama, Family, Fantasy","Maggie Smith, Isabella O'Sullivan, Joel Fry, Eden Lawrence, Ayomide Garrick, Henry Lawfull, Michiel Huisman, Jim Broadbent, Rune Temte, Philip Lenkowsky",English,"United Kingdom, France, United States, Czechia, Germany"
Monster Pets: A Hotel Transylvania Short,2021.0,14423802,"Derek Drymon, Jennifer Kluska",6.6,1258.0,,,"Animation, Short, Comedy, Family, Fantasy","Brian Hull, Derek Drymon, Jennifer Kluska, Genndy Tartakovsky, Jon Olson",English,United States
Cherry,2021.0,9130508,"Anthony Russo, Joe Russo",6.6,39476.0,,"$40,000,000 (estimated)","Biography, Crime, Drama","Tom Holland, Ciara Bravo, Jack Reynor, Michael Rispoli, Jeff Wahlberg, Forrest Goodluck, Michael Gandolfini, Suhail Dabbach, Daniel R. Hill, Fionn O'Shea",English,"United States, Morocco"
Zack Snyder's Justice League,2021.0,12361974,Zack Snyder,7.9,452661.0,,"$300,000,000 (estimated)","Action, Adventure, Fantasy, Sci-Fi","Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot, Ray Fisher, Jason Momoa, Ezra Miller, Willem Dafoe, Jesse Eisenberg, Jeremy Irons","English, Icelandic, French",United States
Worth,2020.0,8009744,Sara Colangelo,6.8,19464.0,,,"Biography, Drama, History","Michael Keaton, Amy Ryan, Stanley Tucci, Tate Donovan, Shunori Ramanathan, Talia Balsam, Laura Benanti, Chris Tardio, Ato Blankson-Wood, Carolyn Mignini",English,"United Kingdom, Canada, United States"
Wrong Turn,2003.0,295700,Rob Schmidt,6.1,138046.0,"$8,922,208, 07 Nov 2003","$12,600,000 (estimated)","Horror, Thriller","Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto, Kevin Zegers, Lindy Booth, Julian Richings, Garry Robbins, Ted Clark, Yvonne Gaudry",English,"United States, Germany, Canada"
Sing 2,2021.0,6467266,"Garth Jennings, Christophe Lourdelet",7.3,94485.0,"$408,173,281","$85,000,000 (estimated)","Animation, Adventure, Comedy, Family, Musical","Tori Kelly, Reese Witherspoon, Taron Egerton, Nick Kroll, Matthew McConaughey, Garth Jennings, Jennifer Saunders, Chelsea Peretti, Scarlett Johansson, Bobby Cannavale",English,"United States, Japan, France"
State of Siege: Temple Attack,2021.0,14418234,Ken Ghosh,7.6,9856.0,,,"Action, Thriller","Akshaye Khanna, Gautam Rode, Vivek Dahiya, Abhimanyu Singh, Parvin Dabas, Samir Soni, Mir Sarwar, Akshay Oberoi, Manjari Fadnnis, Abhilash Chaudhary",Hindi,India
The Deep House,2021.0,11686490,"Alexandre Bustillo, Julien Maury",5.3,18413.0,,,"Drama, Horror, Mystery, Thriller","Camille Rowe, James Jagger, Eric Savin, Alexis Servaes, Anne Claessens, Carolina Massey, Marie Caffier, Marie Bernard","English, French","France, Belgium"
Drishyam 2,2022.0,15501640,Abhishek Pathak,8.2,48046.0,"$43,936,292","INR500,000,000 (estimated)","Crime, Drama, Mystery, Thriller","Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran, Ishita Dutta, Mrunal Jadhav, Rajat Kapoor, Kamlesh Sawant, Yogesh Soman, Saurabh Shukla","Hindi, English",India
Danger: Diabolik,1968.0,62861,Mario Bava,6.5,7523.0,,"$400,000 (estimated)","Action, Comedy, Crime","John Phillip Law, Marisa Mell, Michel Piccoli, Adolfo Celi, Claudio Gora, Mario Donen, Renzo Palmer, Caterina Boratto, Lucia Modugno, Annie Gorassini",Italian,"Italy, France"
Malignant,2021.0,3811906,James Wan,6.2,115720.0,"$34,891,791","$40,000,000 (estimated)","Crime, Horror, Mystery","Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White, Jean Louisa Kelly, Susanna Thompson, Jake Abel, Jacqueline McKenzie, Christian Clemenson, Amir AboulEla",English,"United States, China"
Ciao Alberto,2021.0,15476620,McKenna Harris,6.9,8806.0,,"$45,223 (estimated)","Animation, Short, Comedy, Family","Jack Dylan Grazer, Marco Barricelli, Jacob Tremblay, Gino La Monica, Arturo Sorino","English, Italian",United States
Titane,2021.0,10944760,Julia Ducournau,6.5,61394.0,,"EUR5,700,000 (estimated)","Drama, Horror, Sci-Fi, Thriller","Vincent Lindon, Agathe Rousselle, Garance Marillier, Laïs Salameh, Mara Cisse, Marin Judas, Diong-Kéba Tacu, Myriem Akheddiou, Bertrand Bonello, Céline Carrère",French,"France, Belgium"
Tina,2025.0,29120447,Miki Magasiva,9.0,87.0,,"NZD4,300,000 (estimated)",Drama,"Anapela Polataivao, Antonia Robinson, Beulah Koale, Dalip Sondhi, Nicole Whippy, Jamie Irvine, Alison Bruce, Zac O'Meagher, Talia Pua, Tania Nolan","English, Samoan",New Zealand
Sweet & Sour,2021.0,14599938,"Kae-Byeok Lee, Kate Jopson",6.6,3632.0,,,"Comedy, Romance","Jang Ki-yong, Chae Soo-bin, Krystal Jung, Jung Bo-min, Go Gyu-pil, Park Ji-hoon, Jacky Jung, Nick Martineau, Lee Woo-Je, June Yoon",Korean,South Korea
Legend Quest: The Origin,2022.0,10431332,"Ricardo Arnaiz, Wayne Dearing",5.7,125.0,,,"Animation, Adventure, Comedy, Family, Horror","Bruno Bichir, Emiliano Ugarte, Paola Ramones, Eduardo España, Alex Casas, Cajafresca Priscila Alvarez, Daniela Ibáñez, German Fabregat, Tommy Rojas, Eduardo Ramírez Pablo",Spanish,"Mexico, Philippines, Chile, United States"
Palmer,2021.0,6857376,Fisher Stevens,7.3,47301.0,,,Drama,"Justin Timberlake, Ryder Allen, Alisha Wainwright, Juno Temple, June Squibb, Lance E. Nichols, Molly Sue Harrison, JD Evermore, Dean Winters, Wynn Everett",English,"United States, Luxembourg"
South Park: Post COVID - The Return of COVID,2021.0,16375288,Trey Parker,7.5,8526.0,,,"Animation, Comedy","Trey Parker, Matt Stone, April Stewart, Kimberly Brooks, Adrien Beard, Delilah Kujala, Betty Boogie Parker, Nanami Iwasaki, Mona Marshall",English,United States
